CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Gender_Int,Geography_Germany,Geography_Spain,Balance_Int,PC1
580,67,3,153946.14,1,1,1,7418.92,0,0,0,1,1,1.4944094614566563
722,30,5,0.0,2,1,0,166376.54,0,0,0,0,0,-0.8897299973742799
630,39,7,135483.17,1,1,0,140881.2,1,1,0,1,1,0.7757524493288104
579,35,1,0.0,2,1,0,4460.2,0,0,0,0,0,-0.43542459251338256
670,38,4,119624.54,2,1,1,110472.12,0,1,0,0,1,-0.448268068369127
588,34,6,121132.26,2,1,0,86460.28,0,0,0,1,1,-0.24757769009023758
807,42,1,0.0,1,1,0,16500.66,1,1,0,1,0,0.6136683847095926
726,48,4,0.0,1,1,0,114020.06,1,1,0,0,0,1.1071654042688375
812,25,5,54817.55,1,1,0,131660.31,0,0,1,0,1,-0.23023778500675918
631,40,3,107949.45,1,1,0,52449.62,1,0,1,0,1,1.136270429410084
682,30,4,0.0,1,0,1,161465.31,0,0,0,0,0,-1.6901574043241203
625,49,2,80816.45,1,1,1,20018.79,0,1,0,1,1,0.47125261741222196
607,38,3,98205.77,1,1,0,176318.27,0,0,1,0,1,1.03747622450905
600,50,6,94684.27,1,1,1,50488.91,0,1,0,1,1,0.5534460050303588
602,22,7,141604.76,1,1,0,30379.6,0,1,0,1,1,-0.5557045145285935
545,74,3,0.0,2,1,1,161326.73,0,1,0,1,0,2.2043618471372857
675,33,3,0.0,2,1,0,45348.08,0,0,0,1,0,-0.6310042834252352
581,47,1,122949.14,1,0,0,180251.68,1,1,0,0,1,1.5031831102067847
640,33,8,81677.22,2,0,0,34925.56,0,0,1,0,1,0.39166484786298267
850,38,7,80293.98,1,0,0,126555.74,0,0,0,0,1,-0.0709011995762276
490,48,8,155413.06,1,1,0,187921.3,0,1,0,1,1,1.6084331277294786
710,38,4,0.0,2,1,1,136390.88,0,1,0,1,0,-0.7008743793010388
613,38,9,67111.65,1,1,0,78566.64,1,0,1,0,1,0.8468383179456563
812,34,5,103818.43,1,1,1,166038.27,0,0,0,0,1,-1.2761365773058044
723,20,4,0.0,2,1,1,140385.33,0,1,0,0,0,-2.121826373860939
512,36,4,152169.12,2,0,0,38629.3,1,0,0,0,1,0.02678523826478623
731,52,10,0.0,1,1,1,24998.75,1,1,0,0,0,0.3113135937717217
650,26,4,214346.96,2,1,0,128815.33,0,0,1,0,1,0.17004948023843874
594,57,6,0.0,1,1,0,19376.56,1,0,0,0,0,1.297980299548075
844,40,7,113348.14,1,1,0,31904.31,1,0,0,0,1,0.07301596057005481
686,47,5,170935.94,1,1,0,173179.79,1,1,1,0,1,2.31128507508945
695,52,8,103023.26,1,1,1,22485.64,0,0,1,0,1,0.9496594077748238
624,23,6,0.0,2,0,1,196668.51,0,1,0,1,0,-1.7638328941849606
503,37,6,0.0,2,0,0,136506.86,0,0,0,1,0,-0.17312154000627464
535,31,7,111855.04,2,1,1,36278.89,0,1,0,0,1,-0.9895125817499814
743,32,6,140348.56,2,1,1,163254.39,0,1,1,0,1,-0.04610402107556411
702,39,8,0.0,2,1,0,99654.13,0,0,0,1,0,-0.22676165523589567
658,29,3,145512.84,1,1,0,20207.02,0,0,0,0,1,-0.5424818892564717
677,41,8,146720.98,2,1,1,4195.84,0,1,1,0,1,0.6007381916260868
664,32,10,107209.73,1,1,1,112340.2,0,0,0,0,1,-1.4185703851001499
766,38,7,130933.74,1,0,1,2035.94,0,1,1,0,1,0.434665199997331
461,35,8,0.0,1,1,0,132295.95,0,1,0,1,0,0.26248489851186185
688,36,0,89772.3,1,1,0,177383.68,1,0,0,1,1,0.009750242419205071
678,32,5,0.0,2,1,0,90284.47,0,1,0,0,0,-0.22604764494585367
796,24,8,0.0,2,1,0,61349.37,0,0,0,0,0,-1.4895051343459624
803,42,5,0.0,1,1,0,196466.83,1,0,0,0,0,0.10371035823152068
712,36,2,100749.5,3,0,0,70758.37,1,0,0,0,1,-0.2706854233572485
498,31,10,0.0,2,1,0,13892.57,0,1,0,0,0,-0.28804020605476255
850,22,2,0.0,2,1,1,9684.52,0,0,0,1,0,-2.5751604275771456
628,51,3,123981.31,2,1,1,40546.15,0,1,0,0,1,0.5689483155934664
539,34,4,91622.42,1,1,1,136603.42,0,1,1,0,1,0.26659299079737797
732,36,7,126195.81,1,1,1,133172.48,0,0,0,0,1,-1.0679858362798431
715,41,4,94267.9,1,0,1,152821.12,1,0,0,0,1,-0.6515249260629861
651,40,4,0.0,2,1,1,147715.83,0,0,0,0,0,-1.0481188069852414
813,34,0,0.0,2,1,0,43169.15,0,0,0,0,0,-0.6333617629087894
692,29,4,0.0,1,1,0,76755.99,1,0,0,0,0,-0.8687778167550426
756,39,3,100717.85,3,1,1,73406.04,1,1,1,0,1,0.2959365820513049
543,36,6,0.0,2,1,0,176728.28,0,0,0,0,0,-0.3192680175421398
790,26,4,141581.71,2,0,0,98309.27,0,1,0,0,1,-0.3999988847401436
494,38,7,0.0,2,1,1,6203.66,0,0,0,1,0,-1.1785572049793331
850,39,2,148586.64,1,1,1,176791.27,0,1,0,0,1,-0.2660222552514522
703,29,9,0.0,2,1,0,50679.48,0,0,0,1,0,-1.034039479413423
432,38,7,0.0,2,1,0,150580.88,0,0,0,1,0,-0.09047076509679554
512,32,2,123403.85,2,1,0,80120.19,0,1,1,0,1,1.063715960350151
589,28,7,0.0,2,1,0,151645.96,0,0,0,0,0,-0.9904994085209224
514,46,3,106511.85,1,1,0,55072.32,0,1,0,0,1,1.3176202297250232
678,38,2,0.0,2,0,0,115068.99,0,1,0,0,0,0.32154711239468386
420,34,1,135549.9,1,0,0,149471.13,1,1,1,0,1,1.489511860693877
679,38,7,110555.37,2,1,0,46522.68,0,0,1,0,1,0.7927109115914052
595,31,4,0.0,2,1,0,189995.86,0,0,0,0,0,-0.7055406709135612
713,52,0,185891.54,1,1,1,46369.57,1,1,0,0,1,0.8623748766197974
833,59,1,130854.59,1,1,1,30722.52,1,0,1,0,1,1.5499247108169787
690,42,3,92578.14,2,0,0,70810.6,0,1,0,0,1,0.8013106856266698
731,21,8,132312.06,1,1,0,106663.46,1,1,1,0,1,0.13237972869583559
608,62,8,144976.5,1,0,0,175836.03,1,1,0,0,1,2.5896237540980858
479,48,5,87070.23,1,0,1,85646.41,0,0,0,1,1,0.010214573327729784
519,42,8,0.0,2,1,1,101485.72,0,0,0,0,0,-0.882820115322661
731,47,1,115414.19,3,0,0,191734.67,1,1,0,0,1,1.1806215845311925
617,61,7,91070.43,1,1,1,101839.77,0,0,0,1,1,0.8765571508861749
756,29,2,117412.19,2,1,0,4888.91,0,0,0,1,1,-0.735325842540516
848,31,4,90018.45,2,1,0,193132.98,0,0,1,0,1,0.21224710622090898
809,24,4,0.0,2,1,0,193518.76,0,1,0,0,0,-0.8653896309563733
698,56,1,112414.81,2,0,0,93982.02,1,0,1,0,1,2.3061821162655933
779,33,1,158456.76,1,1,1,197000.92,1,0,1,0,1,-0.2842492757818444
606,35,7,0.0,1,1,0,106837.06,1,0,0,1,0,-0.347939222299256
612,58,1,149641.53,1,1,1,115161.28,0,1,1,0,1,2.2109664018675454
663,33,8,122528.18,1,1,0,196260.3,0,1,0,1,1,0.2797321922725748
549,45,3,143734.01,2,1,1,96404.38,0,1,1,0,1,1.0961274753279722
675,32,2,155663.31,1,1,0,97658.66,0,1,0,0,1,0.2644590954392772
669,35,7,0.0,1,1,1,49108.23,1,1,0,0,0,-0.9065470586606388
571,34,1,101736.66,1,0,1,195651.66,0,1,1,0,1,0.3673548196922568
500,37,9,125822.21,1,1,0,111698.0,0,0,0,1,1,0.13011774609271604
628,37,0,0.0,2,1,1,171707.93,0,0,0,0,0,-1.1999786414560338
559,34,4,0.0,2,1,1,66721.98,0,0,0,0,0,-1.4886985063015281
769,27,2,0.0,1,1,1,57876.05,0,1,0,0,0,-1.517668747355984
733,31,6,157791.07,2,0,0,177994.81,0,0,1,0,1,0.4209091418045643
750,22,5,0.0,2,0,1,105125.65,0,0,0,0,0,-2.498276736965333
583,42,4,0.0,2,1,0,17439.66,0,1,0,0,0,0.584701649215182
468,42,9,181627.14,2,1,0,172668.39,0,0,1,0,1,1.4114041018483046
727,57,1,109679.72,1,0,1,753.37,0,1,0,1,1,1.115840891025474
618,37,5,96652.86,1,1,0,98686.4,1,1,0,0,1,0.5315738817413711
617,40,5,190008.32,2,1,1,107047.92,0,0,0,0,1,-0.6532444811429922
793,41,9,0.0,2,1,0,152153.74,0,0,0,1,0,-0.12032871979655918
630,43,9,0.0,2,1,1,34338.04,0,0,0,0,0,-0.9231925519277696
765,43,4,148962.76,1,0,1,173878.87,1,0,1,0,1,0.4599163177953455
546,28,8,0.0,1,1,0,159254.29,0,0,0,0,0,-0.864351515334249
614,30,3,131344.52,2,1,0,54776.64,0,1,1,0,1,0.8335892592966192
593,29,5,101713.84,3,1,0,134594.99,0,1,1,0,1,0.6157354556373966
613,34,3,0.0,1,1,1,41724.72,0,0,0,1,0,-1.38677685057998
655,38,4,0.0,2,0,0,110527.71,0,0,0,0,0,-0.20909861724693593
700,27,6,137963.07,1,0,0,8996.79,0,1,0,0,1,-0.23249771046708023
826,29,4,129938.07,1,0,1,190200.53,0,1,0,1,1,-1.0151398018901827
652,45,2,151421.44,1,0,1,115333.43,0,0,1,0,1,0.6910671497689862
755,45,7,135643.0,1,0,0,143619.52,1,1,1,0,1,2.0365806119031054
538,39,2,122773.5,2,1,1,58467.08,0,0,0,1,1,-0.7663249855847547
729,34,3,152303.8,1,1,0,12128.69,0,0,0,0,1,-0.19413863992216124
615,49,3,0.0,2,1,1,49872.33,0,0,0,0,0,-0.364693710862722
700,54,1,79415.67,1,0,1,139735.54,0,0,0,1,1,0.3917517960005292
434,58,9,125801.03,2,1,0,60891.8,1,1,1,0,1,3.020176384415166
729,37,10,0.0,2,1,0,100862.54,0,0,0,1,0,-0.42423490743028974
513,35,8,0.0,1,1,0,76640.29,1,0,0,0,0,-0.34290218389050053
755,41,6,104817.41,1,1,0,126013.58,1,0,0,0,1,0.24911085008302242
615,30,9,0.0,1,1,0,87347.82,0,1,0,0,0,-0.2855275300763243
747,32,5,67495.04,2,0,1,77370.37,0,1,1,0,1,-0.18533719162861628
850,36,0,164850.54,1,1,1,62722.44,0,1,0,0,1,-0.49280401038810273
712,49,5,154776.42,2,0,0,196257.68,0,1,1,0,1,2.3539428873314248
622,28,1,143124.63,2,1,0,81723.8,0,1,1,0,1,0.7366893855000453
548,35,10,0.0,1,1,1,31299.71,0,1,0,0,0,-0.8757656657090708
607,27,2,0.0,2,1,0,63495.86,0,1,0,0,0,-0.5379602617472263
653,38,8,102133.38,1,1,1,166520.96,0,1,0,0,1,-0.39008740056329166
699,26,6,79932.41,1,0,0,150242.44,0,0,0,1,1,-0.8449599622836707
693,40,0,120711.73,1,0,0,27345.18,1,0,1,0,1,1.1827706617716773
647,43,3,122717.53,2,1,1,87000.39,0,1,1,0,1,0.8324575656329941
478,36,3,92363.3,2,1,0,44912.7,0,1,0,1,1,0.4585729972327384
705,40,5,203715.15,1,1,0,179978.68,1,1,0,1,1,0.9829725995688883
719,39,5,0.0,2,1,0,145759.7,0,0,0,1,0,-0.17634880758870966
726,34,9,0.0,2,0,0,14121.61,0,0,0,0,0,-0.6752059352971927
626,21,1,0.0,2,1,0,66232.23,0,0,0,0,0,-1.5150151588385221
552,49,4,0.0,1,1,1,190296.76,1,0,0,0,0,-0.1625128004568487
807,31,1,93460.47,2,0,0,172782.69,0,1,1,0,1,0.8268683224327675
621,34,6,0.0,2,1,1,99128.13,0,0,0,0,0,-1.5401435566537085
651,24,7,40224.7,1,1,1,178341.33,0,1,1,0,1,-0.6974302284760793
673,43,5,168069.73,1,1,1,146992.24,1,1,0,0,1,0.1419350826532626
652,36,1,0.0,2,1,1,151314.98,0,0,0,0,0,-1.3155174031246002
584,47,7,130538.77,1,1,0,92915.84,0,0,1,0,1,1.716797619060432
756,37,3,132623.6,1,1,1,58974.0,0,0,0,0,1,-0.9763392927793048
670,35,3,103465.02,2,1,1,174627.06,0,1,0,0,1,-0.6674491529854831
765,50,9,126547.8,1,1,1,79579.94,1,1,0,0,1,0.4546956052655005
528,30,2,128262.72,2,1,0,50771.16,0,0,0,0,1,-0.49467492281355785
701,40,5,169742.64,1,1,1,153537.55,1,0,0,0,1,-0.6180402430528864
797,29,1,0.0,2,1,1,132975.39,0,1,0,0,0,-1.4407726177788303
639,27,3,150795.81,1,0,1,85208.93,0,0,1,0,1,-0.715526667829751
785,61,4,129855.72,2,1,0,170214.82,1,1,0,1,1,2.3039101200286
363,28,6,146098.43,3,1,0,100615.14,1,1,0,1,1,-0.09794128867497749
764,24,7,0.0,2,1,0,186105.99,0,1,0,0,0,-0.8792026804935643
676,43,2,0.0,1,1,1,55119.53,0,1,0,0,0,-0.22607107907003304
718,28,4,65643.3,1,1,0,28760.99,0,0,1,0,1,0.04775077886607148
590,34,6,0.0,2,1,0,171021.44,0,1,0,1,0,0.03846112933148925
584,38,9,104584.16,1,1,0,176678.72,0,0,0,0,1,0.11343962549846669
645,41,7,0.0,1,0,1,28667.56,0,0,0,0,0,-0.9214514545735701
772,30,6,99785.28,2,0,0,197238.03,0,0,1,0,1,0.21358853694941027
399,46,2,127655.22,1,1,0,139994.68,1,0,1,0,1,1.8430333034700803
529,22,5,0.0,1,1,0,151169.83,0,0,0,0,0,-1.279600069079835
463,35,2,101257.16,1,1,1,118113.64,0,0,0,0,1,-0.9598368674028345
630,40,7,0.0,2,1,1,34453.17,0,1,0,0,0,-0.610714863226497
780,76,10,121313.88,1,0,1,64872.33,0,0,0,0,1,1.9339783562226662
584,32,5,0.0,2,1,0,10956.82,0,0,0,1,0,-0.6914500818866304
752,30,4,81523.38,1,1,1,36885.85,0,0,1,0,1,-0.7645002839895517
697,47,6,128252.66,1,1,1,168053.4,0,1,0,0,1,0.3528901662063472
850,32,7,0.0,2,0,0,155227.0,0,1,0,0,0,-0.29963695831451337
711,51,7,0.0,3,1,0,38409.79,1,0,0,0,0,0.5399950833568516
452,32,5,0.0,2,0,1,75279.39,0,1,0,0,0,-1.0309877383338504
610,42,6,0.0,2,1,0,158302.59,1,0,0,1,0,0.1184803331326018
694,22,4,0.0,2,1,1,11525.72,0,1,0,0,0,-2.0100140224325833
579,33,6,0.0,1,1,0,94993.04,1,0,0,1,0,-0.4767933254528341
745,54,8,0.0,1,1,0,173912.29,1,1,0,1,0,1.5605140739500687
572,33,5,0.0,1,0,1,41139.05,0,0,0,0,0,-1.4577017499457323
505,29,3,145541.56,2,1,1,58019.95,0,0,1,0,1,-0.639221227394971
706,23,5,0.0,1,0,0,164128.41,1,1,0,0,0,-0.7606072393940331
693,44,5,124601.58,2,1,1,46998.13,1,0,1,0,1,0.3207493839731479
725,33,7,115182.84,2,1,1,177279.41,0,1,1,0,1,-0.013375176741615154
791,37,2,163789.49,2,1,0,75832.53,0,0,0,0,1,-0.04520910748216673
536,46,1,65733.41,1,1,0,61094.53,0,0,0,0,1,0.7353357574867416
699,47,1,0.0,2,0,1,30117.44,0,0,0,1,0,-0.49428639694438975
500,47,8,128486.11,1,1,0,179227.12,0,1,0,1,1,1.4678466279015308
707,53,6,109663.47,1,1,1,52110.45,0,1,0,1,1,0.7449877790181183
531,42,6,88324.31,2,1,0,75248.75,0,1,1,0,1,1.6974323007164789
557,28,7,146445.24,2,1,0,184317.74,0,1,0,0,1,-0.11749471967436585
659,38,3,0.0,2,1,0,158553.1,0,1,0,0,0,0.30724350904824865
575,31,6,0.0,2,1,1,95686.42,0,1,0,1,0,-1.1977551674677605
775,36,2,109949.05,2,0,1,71682.54,0,0,1,0,1,-0.2922034267865908
772,30,4,78653.05,1,1,0,1790.48,0,0,0,1,1,-0.6650765737671718
587,46,9,107850.82,1,1,0,139431.0,1,0,1,0,1,1.588878631393242
667,39,4,83765.35,2,1,0,118358.54,0,1,1,0,1,1.4156529022170894
771,66,7,143773.07,1,1,1,130827.88,0,1,0,0,1,1.767668016708972
523,63,6,116227.27,1,1,1,119404.63,0,0,1,0,1,2.007291147177136
662,33,0,103471.52,1,1,1,162703.0,0,0,1,0,1,-0.3191457874427867
717,42,5,0.0,2,1,0,172665.21,0,0,0,0,0,0.040737391410893324
746,24,3,137492.35,2,0,1,170142.09,0,0,0,0,1,-1.9823872147509574
569,28,7,0.0,2,1,0,73977.23,0,0,0,0,0,-1.0143077431578404
579,36,9,129829.59,1,1,1,60906.12,0,0,0,0,1,-1.0218335336574333
519,21,1,146329.57,2,1,1,194867.27,0,1,0,0,1,-1.5270448500646117
696,30,4,114027.7,1,1,1,193716.56,0,0,1,0,1,-0.5897267877715314
693,25,6,146580.69,1,0,1,14633.35,0,0,1,0,1,-0.9861367768727204
587,38,0,132122.42,2,0,0,31730.32,0,1,1,0,1,1.5316572683985978
626,44,10,81553.93,1,1,0,20063.63,1,1,0,0,1,0.932485115668729
666,66,7,0.0,2,1,1,99792.82,0,1,0,0,0,1.399308878658417
512,24,6,0.0,2,1,0,37654.31,0,0,0,0,0,-1.289261294924115
689,28,3,0.0,2,1,1,192449.02,0,1,0,1,0,-1.4175804659240545
803,26,4,0.0,2,1,1,181208.47,0,1,0,0,0,-1.6924814193598117
548,32,5,175214.71,1,1,1,155165.61,0,0,1,0,1,-0.2504698057951033
588,40,10,125534.51,1,1,0,121504.18,1,1,1,0,1,1.6562276359299437
693,68,4,97705.99,1,1,1,61569.07,0,0,0,0,1,1.3716894765918488
499,55,4,126817.65,2,1,0,123269.71,0,1,1,0,1,2.8443844084876195
628,46,1,46870.43,4,1,0,31272.14,1,1,0,0,1,0.818051568806835
624,46,3,0.0,2,1,1,62825.03,0,0,0,1,0,-0.5674351356430354
733,42,9,120094.93,1,1,0,184056.45,0,0,0,0,1,0.35840609214706803
628,38,3,0.0,2,1,1,48924.73,0,1,0,0,0,-0.7037565174762294
633,33,3,0.0,2,1,0,191111.02,0,1,0,0,0,-0.045464249210385894
559,36,1,104356.94,2,0,1,54184.06,0,1,1,0,1,0.35953399667416475
704,27,5,147004.34,1,1,0,64381.33,1,0,1,0,1,0.1434659533423407
744,38,6,73023.17,2,1,0,78770.86,0,0,1,0,1,0.7050845692421943
665,40,1,173432.55,1,0,1,116766.79,0,1,0,1,1,0.02726415320627159
638,42,7,165679.92,1,0,0,32916.29,0,1,0,0,1,1.015806070344426
837,31,9,104678.62,1,0,1,50972.6,0,0,0,1,1,-1.5670620110341518
534,55,8,116973.26,3,1,0,122066.5,1,1,0,0,1,1.76861222806775
548,36,3,0.0,1,1,0,65996.9,0,1,0,0,0,0.2893610948607355
837,38,2,126732.85,1,1,1,79577.38,0,0,1,0,1,-0.06821256377195452
658,44,6,148481.09,1,1,0,130529.13,0,1,0,0,1,1.148409576840919
554,38,4,137654.05,2,1,1,172629.67,0,1,0,0,1,-0.30775413118455586
724,30,7,115315.04,1,1,0,15216.53,0,0,1,0,1,0.24946655062343193
723,42,2,99095.73,1,1,1,17512.53,0,0,0,0,1,-0.6421020806627323
585,39,7,165610.41,2,0,0,131852.01,0,1,1,0,1,1.6308450110861694
474,33,5,0.0,2,1,0,181945.52,1,0,0,0,0,-0.48967874198705763
562,32,6,161628.66,1,1,0,91482.5,0,0,0,1,1,-0.19496619177862326
719,32,9,146605.27,1,1,1,77119.45,0,0,0,0,1,-1.3804756097336959
635,37,5,113488.68,1,1,0,95611.74,1,0,1,0,1,0.9075544599064891
743,42,7,77002.2,2,1,1,80428.42,0,0,0,0,1,-0.8424786199434405
681,67,7,0.0,2,0,1,163714.92,0,0,0,1,0,1.041948445724539
521,39,6,0.0,2,0,1,27375.15,0,1,0,0,0,-0.5727497738895952
741,25,4,0.0,2,1,1,73873.65,0,0,0,1,0,-2.269040489069387
790,46,8,182364.53,1,0,0,139266.48,1,0,0,1,1,0.8058349040951907
622,35,8,0.0,2,1,1,131772.51,0,0,0,0,0,-1.4747059786796803
669,45,7,149364.58,1,0,1,173454.07,0,0,0,0,1,-0.23501067544878565
583,59,7,127450.14,1,0,1,67552.71,0,0,0,0,1,0.8059873873795627
520,63,5,162278.32,1,1,1,34765.33,0,1,0,1,1,1.7454336017657484
579,37,5,152212.88,2,0,0,120219.14,0,0,0,1,1,0.1137596506815121
698,39,9,161993.89,1,0,0,90212.38,0,1,0,1,1,0.7672048825268243
548,39,7,131468.44,1,1,0,164975.82,0,0,0,1,1,0.3156602110730367
672,40,10,102980.44,1,1,0,1285.81,1,0,1,0,1,0.9830671388098504
653,31,9,143321.97,1,1,0,83679.46,0,0,1,0,1,0.43386317367991395
734,37,2,130404.92,1,0,0,34548.74,0,1,0,1,1,0.5936630275987775
794,41,7,0.0,2,1,1,74275.08,0,1,0,0,0,-0.6216778442816451
641,30,2,87505.47,2,0,1,7278.57,0,0,0,0,1,-1.6141495765894904
824,30,0,133634.02,1,1,1,162053.92,0,0,0,0,1,-1.469281360028895
534,33,3,151233.62,1,0,0,199336.63,0,1,0,1,1,0.5218169847563892
653,55,2,70263.83,1,0,1,62347.71,0,0,0,1,1,0.4314943889436818
498,34,5,0.0,2,1,1,91711.66,0,0,0,0,0,-1.450301198773354
683,30,10,57657.49,1,0,0,79240.9,0,0,0,0,1,-0.6847844909916314
618,42,8,153572.31,2,1,1,76679.6,0,0,1,0,1,0.24698783563277865
538,37,1,134752.08,1,1,0,162511.55,0,0,0,0,1,0.22463084469126343
643,34,3,83132.09,1,1,1,21360.88,0,0,0,1,1,-1.2208441784863064
428,31,2,0.0,2,1,0,54487.43,0,1,0,0,0,-0.11751220221223675
593,32,9,134096.53,2,1,0,53931.05,1,1,1,0,1,0.9270774072201146
718,31,0,118100.59,2,1,0,103165.15,0,1,0,0,1,0.006887695699366224
811,52,10,76915.4,1,0,0,146359.81,1,0,1,0,1,1.86839922758914
823,46,3,81576.75,1,1,1,28370.95,1,1,0,1,1,0.103418077234661
645,49,2,0.0,2,0,0,10023.15,0,0,0,1,0,0.6514020467195736
710,33,10,118327.17,2,1,1,192928.82,0,0,0,0,1,-1.4191738873102966
591,30,8,124857.69,2,0,0,50485.7,0,0,0,1,1,-0.5596595535806026
748,27,2,90971.85,1,1,1,131662.47,0,1,1,0,1,-0.3859425206238684
850,37,7,153147.75,1,1,1,152235.3,0,1,0,0,1,-0.4887779590203375
542,38,8,65942.26,1,1,1,68093.23,1,0,0,0,1,-0.9526443072594557
809,38,3,0.0,2,1,1,80061.31,0,0,0,0,0,-1.3240016997397663
675,54,2,0.0,1,1,0,149583.67,1,0,0,0,0,1.1287306607001388
607,27,5,100912.19,1,0,0,7631.27,0,1,0,1,1,-0.20412525974575102
850,31,4,0.0,2,1,1,33082.81,0,1,0,0,0,-1.4082767451982354
789,37,3,0.0,1,1,0,121883.87,1,0,0,0,0,-0.2812242707364177
598,43,5,0.0,3,1,1,100722.72,1,1,0,0,0,-0.4086820068913983
756,41,2,124439.49,2,0,1,47093.11,0,0,1,0,1,0.12209060165636242
687,47,7,0.0,2,1,1,177624.01,0,1,0,0,0,-0.04081546598746614
724,40,6,0.0,2,0,0,106149.48,0,0,0,0,0,-0.12851583784417786
700,44,2,58781.76,1,1,0,16874.92,0,1,0,0,1,0.9436463461749656
635,50,7,159453.64,2,0,0,54560.79,1,0,0,1,1,1.0351859259002727
687,26,2,142721.52,1,1,1,153605.75,0,0,1,0,1,-0.8281492508891145
613,46,8,167795.6,1,0,1,44390.38,0,1,0,0,1,0.3573667149875132
781,38,3,128345.69,2,1,0,63218.85,0,1,0,0,1,0.4665337797851062
703,20,3,165260.98,1,1,1,41626.78,0,0,0,1,1,-2.167163145957941
593,62,3,118233.81,1,0,1,24765.53,1,1,1,0,1,2.4345004305876654
743,40,6,0.0,1,1,0,28280.8,1,1,0,0,0,0.41285284423097074
640,46,8,0.0,2,1,0,89043.19,0,1,0,1,0,0.8648049814555243
849,37,7,143452.74,2,1,1,17294.12,0,0,1,0,1,-0.32349071424637227
778,38,3,145018.49,2,1,1,126702.41,0,0,0,0,1,-0.9648923215853598
539,38,8,82407.51,1,1,0,13123.41,0,1,1,0,1,1.4243560555783563
489,28,1,79460.98,2,1,1,167973.63,0,0,1,0,1,-0.7571308911154381
568,43,9,0.0,1,1,0,125870.79,1,1,0,1,0,0.7926541113881367
618,38,5,126473.99,1,1,0,91972.49,0,0,0,1,1,0.1749944698848836
710,30,10,133537.1,2,1,0,155593.74,0,1,1,0,1,0.7307124048420787
625,52,5,164978.01,1,1,1,67788.49,0,0,0,0,1,0.3056720072631925
682,46,7,128029.72,1,1,1,62615.35,0,0,0,1,1,-0.26704212076737804
727,43,2,97403.18,1,1,1,107415.02,1,0,0,1,1,-0.5003363488547765
794,41,7,176845.41,3,1,0,166526.26,1,1,0,0,1,0.672898569481217
652,71,4,0.0,1,1,1,120107.1,0,0,0,1,0,1.4614788622419093
670,42,3,81589.04,1,1,0,188227.8,0,0,0,1,1,0.433030766603085
460,40,6,119507.58,2,1,0,91560.63,1,1,1,0,1,1.6586925659622493
568,26,6,0.0,2,0,0,166495.2,0,1,0,1,0,-0.5313961065902948
643,30,5,94443.77,1,1,1,165614.4,0,0,0,0,1,-1.4927104792573231
521,37,2,0.0,2,1,1,86372.24,0,0,0,0,0,-1.1971441346750085
615,32,7,92199.84,1,1,1,2755.53,0,0,0,0,1,-1.4285017627324903
575,43,3,0.0,1,1,0,83594.51,0,0,0,1,0,0.33021619571756594
717,41,3,135756.96,1,1,1,103706.41,0,1,0,0,1,-0.09840675962198805
648,54,9,120633.42,1,0,0,5924.38,1,1,0,0,1,1.8057556205285308
535,48,5,134542.73,1,1,1,58203.67,1,0,1,0,1,0.8643661810297966
626,29,7,0.0,2,1,0,49361.84,0,0,0,1,0,-0.9580731266746184
611,52,7,0.0,1,0,1,73585.18,1,0,0,1,0,-0.0027457466407215876
734,39,6,0.0,1,1,1,95135.27,0,0,0,1,0,-1.094818991801549
709,49,4,154344.49,2,1,1,38794.57,0,0,0,0,1,-0.109295260117928
591,43,3,0.0,2,0,1,198926.36,0,0,0,0,0,-0.7063607000953027
664,43,9,189026.53,2,1,1,56099.86,0,0,0,0,1,-0.5317403738627432
431,37,0,120764.08,1,1,1,117023.08,0,0,0,0,1,-0.7207069976045414
647,22,3,97975.82,2,0,1,62083.0,0,1,1,0,1,-0.8112852272253009
578,32,4,0.0,2,1,1,141822.8,0,0,0,0,0,-1.61949427521414
555,41,10,113270.2,2,1,1,185387.14,0,0,1,0,1,0.15695613453403545
775,30,4,0.0,2,0,1,57461.13,0,0,0,1,0,-1.8797833728699882
850,39,3,124548.99,2,1,1,120380.12,0,0,1,0,1,-0.10553544956758477
625,43,8,201696.07,1,1,0,133020.9,1,0,0,0,1,0.655195998872175
645,37,7,0.0,2,1,0,13589.93,0,1,0,1,0,0.14579368288621436
608,44,7,114203.47,1,1,1,77830.36,1,0,1,0,1,0.4516372738100717
689,31,4,0.0,2,1,1,136610.02,0,1,0,1,0,-1.2262176651609342
652,50,8,125437.64,1,1,1,17160.94,1,0,1,0,1,0.8651743458086315
769,26,7,0.0,2,1,0,176843.53,0,1,0,0,0,-0.7328168018871846
611,43,8,64897.75,1,1,0,114996.33,0,1,0,0,1,0.903946473943658
489,38,8,0.0,2,0,1,196990.79,0,0,0,0,0,-1.0919399062786685
528,46,9,135555.66,1,1,0,133146.03,1,1,1,0,1,2.195866506750643
632,44,3,107764.75,1,1,0,185667.72,0,0,0,0,1,0.6340314018798698
429,27,6,117307.44,2,1,1,24020.49,0,1,0,0,1,-1.2104032768266364
457,41,8,73700.12,3,1,1,185750.02,1,0,0,0,1,-0.8105892983467613
768,44,6,60603.4,1,1,1,178045.97,0,1,0,1,1,-0.024627983821518637
715,35,4,40169.88,2,1,1,199857.47,0,1,0,1,1,-0.7943885852439209
