,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Gender_int,Geography_France,Geography_Germany,Geography_Spain,Exited,Age,CreditScore
1436,1,119336.29,2,0,1,58976.85,0,0,1,0,0,3.332204510175204,6.3561076606958915
1437,9,0.0,1,0,1,76254.83,1,1,0,0,0,3.4339872044851463,6.507277712385012
1438,9,104217.3,1,0,0,55857.48,0,0,1,0,1,4.02535169073515,6.222576268071369
1439,7,0.0,1,1,1,77867.23,1,1,0,0,0,4.174387269895637,6.656726524178391
1440,10,144757.02,1,1,0,22878.16,0,0,1,0,1,3.6635616461296463,6.324358962381311
1441,6,0.0,1,1,1,114469.55,0,0,0,1,0,3.784189633918261,6.440946540632921
1442,8,0.0,1,1,0,96754.8,0,1,0,0,0,3.7612001156935624,6.52649485957079
1443,6,0.0,3,0,0,125154.57,1,1,0,0,1,3.7612001156935624,6.320768294250582
1444,10,0.0,2,0,1,113597.64,1,1,0,0,0,3.6375861597263857,6.368187186350492
1445,7,100169.51,1,1,0,121408.55,1,1,0,0,0,3.1780538303479458,6.558197802812269
1446,2,145731.83,1,0,1,109219.43,0,1,0,0,0,3.4965075614664802,6.456769655572163
1447,5,110802.03,1,1,1,50230.31,0,0,0,1,1,4.02535169073515,6.546785410760524
1448,4,120392.99,1,1,0,177719.88,1,0,1,0,1,3.828641396489095,6.318968113746434
1449,6,135067.52,2,0,0,131211.86,1,0,1,0,0,3.258096538021482,6.386879319362645
1450,3,136556.44,1,1,0,82152.83,0,0,0,1,1,3.4339872044851463,6.448889394146858
1451,10,0.0,2,1,1,216.27,1,1,0,0,0,3.6375861597263857,6.311734809152915
1452,3,99587.43,1,1,1,1713.1,1,1,0,0,1,3.5553480614894135,6.532334292222349
1453,7,0.0,1,1,1,136910.18,1,1,0,0,0,3.970291913552122,6.51025834052315
1454,7,70731.07,1,1,1,20243.97,1,0,0,1,1,3.5263605246161616,6.255750041753367
1455,2,109342.82,2,0,1,86043.27,0,0,1,0,0,3.5553480614894135,6.530877627725885
1456,8,0.0,2,1,0,126561.07,0,0,0,1,0,3.332204510175204,6.459904454377535
1457,4,0.0,2,0,1,64350.8,0,1,0,0,0,4.189654742026425,6.745236349484363
1458,2,78247.31,2,1,1,10472.31,0,1,0,0,0,3.2188758248682006,6.142037405587356
1459,10,117561.49,1,1,0,95941.55,1,1,0,0,1,4.007333185232471,6.705639094860003
1460,10,88980.32,1,1,1,125222.36,0,1,0,0,0,3.1354942159291497,6.359573868672378
1461,4,0.0,2,1,0,170950.58,0,0,0,1,0,3.5263605246161616,6.415096959171596
1462,1,103560.57,1,1,0,236.45,1,0,1,0,1,3.713572066704308,6.423246963533519
1463,5,113308.84,1,0,1,31517.16,0,1,0,0,0,3.6109179126442243,6.248042874508429
1464,6,0.0,2,1,1,181610.6,1,0,0,1,0,3.6888794541139363,6.456769655572163
1465,3,63763.49,1,1,0,156593.09,1,1,0,0,0,3.4657359027997265,6.692083742506628
1466,7,169988.35,1,1,0,4272.0,1,1,0,0,0,3.367295829986474,6.450470422144176
1467,0,180303.24,2,1,0,163587.9,1,0,1,0,0,3.5553480614894135,6.436150368369428
1468,3,0.0,1,1,0,175843.68,0,1,0,0,1,3.9512437185814275,6.53813982376767
1469,1,120656.86,4,0,0,166164.3,1,0,1,0,1,3.8918202981106265,6.70808408385307
1470,1,61592.14,2,1,1,61796.64,1,0,1,0,0,3.4339872044851463,6.342121418721152
1471,4,164701.68,1,1,1,21439.49,0,1,0,0,0,3.871201010907891,6.692083742506628
1472,1,80780.16,1,1,1,19225.85,1,0,0,1,0,3.258096538021482,6.587550014824796
1473,8,0.0,2,0,0,132547.02,0,1,0,0,0,3.58351893845611,6.313548046277095
1474,6,154221.37,2,0,1,62688.55,1,0,1,0,0,3.4011973816621555,6.626717749249025
1475,8,0.0,1,1,0,21760.96,0,1,0,0,0,3.258096538021482,6.452048954437226
1476,5,101641.14,2,0,1,154460.68,1,1,0,0,0,3.258096538021482,6.628041376179533
1477,2,0.0,1,0,1,8065.0,0,1,0,0,0,3.6109179126442243,6.654152520183219
1478,5,92786.66,1,1,0,173365.9,1,1,0,0,1,3.8066624897703196,6.47543271670409
1479,8,131081.66,2,1,1,69428.79,0,0,1,0,0,3.4657359027997265,6.38856140554563
1480,5,98014.74,1,1,1,12757.14,0,1,0,0,0,3.4011973816621555,6.470799503782602
1481,8,0.0,2,1,0,180426.2,0,0,0,1,0,3.6375861597263857,6.3835066348840055
1482,8,97460.1,1,1,1,43093.67,0,1,0,0,0,3.258096538021482,6.352629396319567
1483,1,104077.19,2,0,1,68594.0,0,1,0,0,0,3.58351893845611,6.745236349484363
1484,1,0.0,2,1,1,197996.65,1,0,0,1,0,3.367295829986474,6.745236349484363
1485,10,0.0,2,0,0,122953.0,1,1,0,0,1,3.828641396489095,6.163314804034641
1486,4,0.0,1,1,1,76821.24,1,1,0,0,0,3.6635616461296463,6.464588303689961
1487,4,93656.95,1,0,1,141400.51,1,0,0,1,1,3.9318256327243257,6.565264970035361
1488,6,121345.88,4,1,0,41921.75,0,0,0,1,1,3.4011973816621555,6.39024066706535
1489,8,141675.23,1,0,1,175664.25,1,1,0,0,0,3.6635616461296463,6.411818267709897
1490,8,0.0,2,1,0,117916.63,1,0,0,1,0,3.4339872044851463,6.680854678790215
1491,7,102365.49,1,1,0,194690.77,1,0,1,0,1,3.7612001156935624,6.222576268071369
1492,9,0.0,1,0,0,166677.35,0,0,0,1,1,3.912023005428146,6.5998704992128365
1493,3,0.0,1,1,0,160131.58,1,0,0,1,0,3.4011973816621555,6.522092798170152
1494,6,0.0,2,0,1,123622.0,0,1,0,0,0,3.9512437185814275,6.1070228877422545
1495,7,101868.51,1,0,1,113483.96,0,0,1,0,0,4.04305126783455,6.529418838262226
1496,8,0.0,2,0,0,79618.79,0,0,0,1,0,3.6375861597263857,6.343880434126331
1497,9,112392.45,2,1,0,24472.23,0,1,0,0,0,3.5553480614894135,6.447305862541213
1498,7,106570.34,2,0,1,177025.79,1,0,1,0,0,3.2188758248682006,6.38856140554563
1499,8,0.0,1,1,1,103349.74,1,1,0,0,0,3.332204510175204,6.133398042996649
1500,1,81947.76,1,0,1,63606.22,0,1,0,0,1,3.912023005428146,6.4457198193855785
1501,7,144162.3,2,1,1,14490.79,1,1,0,0,0,3.4339872044851463,6.493753839851686
1502,5,86350.87,2,0,0,105080.53,0,0,1,0,0,3.6635616461296463,6.679599185844383
1503,5,158623.14,1,0,0,83499.89,0,1,0,0,1,3.8501476017100584,6.565264970035361
1504,8,0.0,2,1,0,143598.7,0,1,0,0,0,3.4657359027997265,6.608000625296087
1505,4,132403.56,1,0,0,36091.91,0,0,1,0,1,3.871201010907891,6.406879986069314
1506,10,0.0,2,0,0,13007.89,0,1,0,0,0,3.295836866004329,6.616065185132817
1507,3,134985.66,1,1,0,6101.41,1,0,1,0,0,3.7612001156935624,6.3080984415095305
1508,6,0.0,2,1,1,48314.0,0,1,0,0,0,3.58351893845611,6.3561076606958915
1509,6,103772.45,1,1,0,197111.99,0,1,0,0,0,3.6109179126442243,6.269096283706261
1510,2,133040.32,1,1,1,110299.78,0,1,0,0,0,3.4965075614664802,6.282266746896006
1511,0,0.0,2,0,0,30114.32,1,0,0,1,0,3.6109179126442243,6.354370040797351
1512,10,0.0,2,1,1,98894.64,0,1,0,0,0,3.6635616461296463,6.486160788944089
1513,2,0.0,2,1,0,49826.68,0,1,0,0,0,3.7376696182833684,6.0867747269123065
1514,8,71460.67,2,1,1,10074.05,0,0,0,1,0,3.6375861597263857,6.289715570908998
1515,6,133214.13,1,0,1,20769.88,0,0,0,1,0,3.6635616461296463,6.745236349484363
1516,7,96558.66,1,0,0,163427.18,1,1,0,0,0,3.6109179126442243,6.470799503782602
1517,6,93806.31,2,0,1,140068.77,0,1,0,0,0,3.9889840465642745,6.612041034833092
1518,8,0.0,2,0,0,83206.19,1,0,0,1,0,3.58351893845611,6.565264970035361
1519,3,124043.8,1,1,1,111402.97,1,1,0,0,1,4.1588830833596715,6.298949246855942
1520,5,131694.97,1,0,1,92873.5,0,0,1,0,1,3.9512437185814275,6.583409222158765
1521,6,0.0,2,0,1,94780.9,1,0,0,1,0,3.367295829986474,6.2285110035911835
1522,1,106266.8,1,1,1,16607.15,1,1,0,0,0,3.5553480614894135,6.668228248417403
1523,8,0.0,2,1,1,161954.43,0,0,0,1,0,3.713572066704308,6.393590753950631
1524,6,0.0,2,0,1,194733.28,0,1,0,0,0,3.9318256327243257,6.679599185844383
1525,4,139840.36,1,1,1,163524.7,1,0,0,1,0,3.713572066704308,6.343880434126331
1526,8,0.0,2,0,0,48260.19,0,1,0,0,0,3.5263605246161616,6.566672429803241
1527,8,124098.54,1,1,0,86678.48,0,0,1,0,0,3.5553480614894135,6.493753839851686
1528,5,145807.59,1,1,1,3064.65,0,1,0,0,0,3.4657359027997265,6.028278520230698
1529,8,0.0,2,1,0,112124.98,0,0,0,1,0,3.1354942159291497,6.359573868672378
1530,2,107508.93,2,1,1,120801.65,1,1,0,0,0,3.258096538021482,6.415096959171596
1531,6,0.0,2,0,1,52193.23,1,1,0,0,0,3.332204510175204,6.396929655216146
1532,1,145980.23,1,0,1,56636.28,1,0,1,0,0,3.4657359027997265,6.493753839851686
1533,3,212778.2,1,0,1,69372.88,1,1,0,0,0,3.6109179126442243,6.745236349484363
1534,4,152522.47,1,0,1,164038.07,1,0,1,0,1,3.8501476017100584,6.35088571671474
1535,9,168964.77,1,0,1,118982.51,1,0,0,1,0,3.4965075614664802,6.638567789166521
1536,8,0.0,2,1,0,27472.07,1,1,0,0,0,3.5263605246161616,6.731018100482083
1537,8,0.0,1,1,1,36754.13,1,1,0,0,0,3.332204510175204,6.710523109452428
1538,4,98266.3,1,1,1,46416.36,1,0,0,1,0,3.58351893845611,6.408528791059498
1539,8,113000.92,1,1,1,152872.39,0,1,0,0,0,3.6375861597263857,6.324358962381311
1540,1,137060.88,2,1,1,165227.23,0,0,1,0,0,3.1354942159291497,6.272877006546167
1541,5,112146.12,1,1,0,75927.35,0,0,1,0,0,3.6109179126442243,6.483107351457199
1542,4,129307.32,1,1,1,172930.28,1,1,0,0,0,3.4965075614664802,6.272877006546167
1543,6,163975.09,1,1,1,36108.5,0,0,0,1,0,4.23410650459726,6.486160788944089
1544,7,0.0,2,1,1,36202.74,0,0,0,1,0,3.7612001156935624,6.253828811575473
1545,6,158414.85,1,1,1,131886.46,1,0,1,0,0,3.7376696182833684,6.400257445308821
1546,1,92072.68,1,1,1,133992.36,1,0,1,0,0,3.871201010907891,6.55250788703459
1547,2,88243.29,2,1,1,96658.26,1,0,0,1,0,3.4011973816621555,6.481577129276431
1548,8,0.0,2,1,1,135112.09,0,0,0,1,0,3.2188758248682006,6.504288173536645
1549,4,59486.31,1,1,0,163944.18,0,1,0,0,1,3.871201010907891,6.480044561926653
1550,2,0.0,2,1,1,53843.71,1,0,0,1,0,3.9889840465642745,6.459904454377535
1551,7,0.0,2,0,1,122398.84,1,0,0,1,0,3.9512437185814275,6.593044534142437
1552,1,0.0,1,1,1,64804.04,0,1,0,0,0,3.5263605246161616,6.659293919683638
1553,8,119278.01,2,0,1,19370.73,1,1,0,0,0,3.6375861597263857,6.3835066348840055
1554,4,158741.43,2,1,1,126192.54,0,1,0,0,0,3.5263605246161616,6.4425401664681985
1555,7,140596.95,1,0,1,135459.02,1,1,0,0,1,3.6888794541139363,6.489204931325317
1556,10,0.0,2,1,1,94815.04,1,0,0,1,0,3.367295829986474,6.745236349484363
1557,2,90432.92,1,1,1,188366.04,0,0,1,0,1,3.6109179126442243,6.244166900663736
1558,1,104783.81,2,0,1,178512.52,1,1,0,0,0,3.5553480614894135,6.3473892096560105
1559,0,77992.97,2,1,1,97906.38,0,0,1,0,0,3.7376696182833684,6.633318433280377
1560,10,110822.9,1,0,0,72861.94,1,0,1,0,0,3.7612001156935624,6.579251212010101
1561,4,119624.6,2,1,1,195978.86,0,0,1,0,0,3.7376696182833684,6.448889394146858
1562,6,109052.59,2,1,1,19448.93,0,0,1,0,1,3.4339872044851463,6.542471960506805
1563,5,139129.44,1,0,1,32635.54,1,0,0,1,0,3.6888794541139363,6.326149473155099
1564,8,152324.66,2,1,0,171733.22,1,0,1,0,0,3.7376696182833684,6.650279048587422
1565,1,0.0,2,1,0,46176.22,0,1,0,0,0,3.6375861597263857,6.364750756851911
1566,9,127480.58,2,1,0,179634.69,1,0,1,0,0,3.6109179126442243,6.261491684321042
1567,6,115029.4,1,0,0,191521.32,0,1,0,0,1,3.970291913552122,6.569481420414296
1568,8,114005.78,1,1,1,67998.45,0,1,0,0,0,3.6888794541139363,6.516193076042964
1569,1,116646.76,1,1,0,44731.8,1,0,1,0,1,3.7376696182833684,6.478509642208569
1570,1,110864.38,2,1,1,124532.9,1,0,0,1,1,3.8918202981106265,6.57507584059962
1571,5,156267.59,1,1,0,160968.44,0,1,0,0,0,3.1354942159291497,6.386879319362645
1572,3,109528.28,1,1,0,27341.63,1,1,0,0,1,3.784189633918261,6.573680166960646
1573,6,102482.76,1,1,1,53994.64,1,1,0,0,0,3.5553480614894135,6.504288173536645
1574,10,115563.71,1,1,1,91633.53,0,0,1,0,0,3.1354942159291497,6.519147287940395
1575,2,0.0,2,1,0,189613.12,0,1,0,0,0,3.1354942159291497,6.300785794663244
1576,9,95624.36,2,1,1,60706.33,1,1,0,0,0,3.6888794541139363,6.418364935936212
1577,8,0.0,2,1,1,154767.34,1,0,0,1,0,3.044522437723423,6.532334292222349
1578,7,160376.61,1,0,0,196853.11,0,1,0,0,0,3.332204510175204,6.5722825426940075
1579,8,37702.79,1,1,1,195775.48,0,0,1,0,0,3.713572066704308,6.42648845745769
1580,6,118273.83,1,0,1,3086.89,1,1,0,0,0,3.5553480614894135,6.580639137284949
1581,7,131082.17,2,1,1,70618.0,1,0,1,0,0,3.5263605246161616,6.09807428216624
1582,1,94456.0,2,0,1,55034.02,0,1,0,0,0,3.6375861597263857,6.536691597591305
1583,8,0.0,2,0,0,168035.62,1,1,0,0,1,3.7612001156935624,6.5638555265321274
1584,3,0.0,2,1,1,128449.33,1,0,0,1,0,3.7376696182833684,6.508769136971682
1585,6,93791.38,1,1,1,199249.29,0,1,0,0,0,3.4965075614664802,6.2878585601617845
1586,4,0.0,2,1,0,149474.69,1,1,0,0,0,3.4965075614664802,6.5998704992128365
1587,7,0.0,2,1,1,126726.33,1,1,0,0,0,3.6109179126442243,6.3835066348840055
1588,7,155973.13,1,0,1,147554.26,0,1,0,0,0,4.110873864173311,6.616065185132817
1589,7,89409.95,1,1,1,149399.7,0,0,1,0,0,3.58351893845611,6.51471269087253
1590,5,97854.37,2,1,0,93536.38,1,0,0,1,0,3.6635616461296463,6.448889394146858
1591,6,0.0,2,1,1,58883.91,0,1,0,0,0,3.6635616461296463,6.431331081933479
1592,3,60280.62,1,1,0,154271.41,0,0,0,1,0,3.367295829986474,6.255750041753367
1593,7,135216.8,1,1,1,122022.89,0,0,0,1,0,3.58351893845611,6.3818160174060985
1594,6,124923.35,2,1,1,50299.14,1,0,1,0,0,3.332204510175204,6.559615237493242
1595,4,0.0,2,1,0,187800.63,0,1,0,0,0,3.6375861597263857,6.517671272912275
1596,7,188614.07,1,1,0,171344.09,0,0,1,0,0,3.295836866004329,6.645090969505644
1597,5,62321.62,1,1,1,40920.59,0,1,0,0,0,3.4657359027997265,6.647688373563329
1598,8,120782.7,1,1,0,63940.68,1,0,1,0,1,3.871201010907891,6.398594934535208
1599,1,115961.58,2,0,1,29483.87,1,1,0,0,0,3.7376696182833684,6.507277712385012
1600,2,115062.61,1,1,0,179056.23,0,1,0,0,0,3.332204510175204,6.248042874508429
1601,8,160602.25,2,1,0,129273.94,1,1,0,0,0,3.8918202981106265,6.726233402358747
1602,4,108825.34,3,1,0,55558.51,1,1,0,0,1,3.7376696182833684,6.3473892096560105
1603,8,166287.85,1,1,1,23305.85,1,0,1,0,0,3.58351893845611,6.3561076606958915
1604,1,152663.77,1,0,1,17128.64,1,1,0,0,0,3.4339872044851463,6.576469569048224
1605,9,80844.69,2,1,1,74641.9,1,0,1,0,0,3.4339872044851463,6.455198563340122
1606,2,97001.36,2,1,0,154486.01,1,0,1,0,0,3.6888794541139363,6.338594078203183
1607,4,0.0,2,1,1,3185.67,0,1,0,0,0,4.1588830833596715,6.566672429803241
1608,2,122524.61,2,1,0,88463.63,1,1,0,0,0,3.6635616461296463,6.352629396319567
1609,8,132292.63,1,1,0,65682.93,1,1,0,0,0,3.5553480614894135,6.428105272684596
1610,0,0.0,2,1,1,140586.08,1,1,0,0,0,3.1780538303479458,6.376726947898627
1611,9,91502.99,1,1,0,117232.9,1,0,1,0,1,3.8918202981106265,6.633318433280377
1612,3,0.0,1,1,0,116137.01,0,1,0,0,1,3.9512437185814275,6.499787040655854
1613,3,59385.98,2,1,1,105533.96,0,0,1,0,0,3.367295829986474,6.6052979209482015
1614,9,0.0,3,1,1,81514.06,0,1,0,0,0,4.343805421853684,6.46302945692067
1615,6,97956.5,1,1,1,164966.27,1,0,1,0,0,3.044522437723423,6.529418838262226
1616,4,0.0,2,1,1,23631.55,1,1,0,0,0,3.8918202981106265,6.386879319362645
1617,4,0.0,2,0,1,105433.53,1,0,0,1,0,3.6888794541139363,6.322565239927284
1618,8,141223.68,2,1,0,90591.15,0,1,0,0,0,3.295836866004329,6.546785410760524
1619,10,151762.74,1,0,1,127014.32,0,1,0,0,0,2.8903717578961645,6.486160788944089
1620,1,141749.74,2,0,1,90905.26,0,0,1,0,0,3.7612001156935624,6.568077911411976
1621,5,75075.14,1,1,1,8651.92,0,0,0,1,1,3.6375861597263857,6.535241271013659
1622,4,165686.11,2,1,0,15467.98,1,1,0,0,0,3.2188758248682006,6.546785410760524
1623,2,0.0,1,1,0,79915.28,0,1,0,0,0,3.6375861597263857,6.3784261836515865
1624,10,0.0,2,1,0,69361.95,1,0,0,1,0,3.2188758248682006,6.263398262591624
1625,3,0.0,2,1,0,86935.08,0,1,0,0,0,3.784189633918261,6.522092798170152
1626,0,0.0,2,1,1,7597.83,1,1,0,0,1,3.332204510175204,6.424869023905388
1627,5,92961.61,1,1,0,116957.6,0,1,0,0,0,3.4657359027997265,6.522092798170152
1628,9,0.0,2,0,1,157884.83,1,0,0,1,0,3.4011973816621555,6.495265555937008
1629,5,130812.91,1,1,1,77981.54,0,0,1,0,1,3.828641396489095,6.601230118728877
1630,8,107174.58,1,1,1,126369.55,0,0,1,0,1,4.04305126783455,6.48768401848461
1631,1,152677.48,1,1,1,191973.49,0,0,0,1,1,3.9889840465642745,5.857933154483459
1632,3,132005.77,1,1,0,142940.39,0,1,0,0,0,3.4011973816621555,6.424869023905388
1633,7,0.0,1,0,0,48869.67,0,1,0,0,0,3.5553480614894135,6.331501849893691
1634,5,0.0,2,1,1,73131.73,1,0,0,1,0,3.1354942159291497,6.558197802812269
1635,7,127305.5,1,1,1,120037.36,1,1,0,0,0,3.4965075614664802,6.246106765481563
1636,6,0.0,2,1,0,193995.37,1,1,0,0,0,3.6109179126442243,6.35088571671474
1637,0,0.0,2,0,0,179453.66,1,0,0,1,0,3.4339872044851463,6.2878585601617845
1638,9,0.0,1,1,0,80963.92,0,1,0,0,0,3.6635616461296463,6.54965074223381
1639,8,170291.22,2,0,1,15658.99,0,0,1,0,0,3.4657359027997265,6.222576268071369
1640,5,102562.23,1,1,0,92708.1,0,0,0,1,0,3.8501476017100584,6.368187186350492
1641,2,111061.01,2,0,0,26542.17,0,0,0,1,0,3.970291913552122,6.568077911411976
1642,3,0.0,1,1,1,65010.74,0,0,0,1,0,4.127134385045092,6.439350371100098
1643,4,124379.14,1,1,0,106892.91,1,1,0,0,0,3.5263605246161616,6.447305862541213
1644,7,0.0,1,1,1,185210.63,1,1,0,0,0,3.6109179126442243,6.4967749901858625
1645,3,57745.76,1,1,0,4035.46,1,0,1,0,0,3.713572066704308,6.226536669287466
1646,5,129293.74,1,1,0,177805.44,1,0,1,0,1,3.912023005428146,6.345636360828596
1647,7,0.0,2,1,1,68831.72,1,1,0,0,0,3.8066624897703196,6.555356891810665
1648,8,150777.1,1,1,0,114732.62,1,0,1,0,0,3.6888794541139363,6.548219102762372
1649,4,0.0,2,1,0,22299.27,0,0,0,1,0,3.713572066704308,6.594413459749778
1650,6,0.0,2,0,0,197283.2,0,1,0,0,0,3.5263605246161616,6.437751649736401
1651,9,108632.48,1,1,1,179485.96,0,0,0,1,1,3.4339872044851463,6.452048954437226
1652,5,153861.1,1,1,1,17699.48,0,1,0,0,0,4.07753744390572,6.423246963533519
1653,1,100374.58,1,1,0,118490.8,0,1,0,0,1,4.02535169073515,6.214608098422191
1654,8,0.0,2,0,0,133292.94,0,1,0,0,0,3.4657359027997265,6.100318952020064
1655,9,61196.54,1,1,0,58170.24,1,1,0,0,0,3.8501476017100584,6.505784060128229
1656,6,116891.72,1,1,0,107137.3,0,0,1,0,0,3.4339872044851463,6.364750756851911
1657,6,133656.91,3,1,0,145071.33,1,0,1,0,1,3.9889840465642745,6.556778356158042
1658,2,92911.52,1,0,1,85495.24,0,1,0,0,0,3.784189633918261,6.617402977974478
1659,9,119825.75,2,1,1,101139.3,1,0,0,1,0,3.4339872044851463,6.522092798170152
1660,7,111852.84,2,1,0,10511.13,1,1,0,0,0,3.6109179126442243,6.484635235635252
1661,0,106683.52,2,1,1,137916.49,0,0,1,0,0,3.4657359027997265,6.536691597591305
1662,7,139022.24,1,0,1,193383.13,0,0,1,0,0,3.6888794541139363,6.543911845564792
1663,4,148571.07,1,1,0,189826.96,1,0,1,0,1,3.6888794541139363,6.551080335043404
1664,4,0.0,1,0,1,144113.42,0,1,0,0,0,3.9512437185814275,6.650279048587422
1665,1,129776.72,2,0,1,143538.51,0,1,0,0,0,3.7376696182833684,6.618738983517219
1666,5,0.0,1,1,0,77677.14,1,1,0,0,1,3.828641396489095,6.415096959171596
1667,8,0.0,2,1,1,183717.94,1,0,0,1,0,3.828641396489095,6.406879986069314
1668,10,0.0,1,0,0,92180.62,0,1,0,0,0,3.1780538303479458,6.317164686747284
1669,7,0.0,2,1,1,28690.9,1,1,0,0,0,3.6109179126442243,6.340359303727752
1670,3,114739.92,1,1,0,85891.02,0,0,0,1,1,3.1780538303479458,6.326149473155099
1671,2,122545.65,2,1,1,42050.24,0,0,1,0,0,3.713572066704308,6.386879319362645
1672,6,0.0,2,1,0,110142.34,1,1,0,0,0,3.6109179126442243,6.240275845170769
1673,1,131908.35,1,1,1,179269.79,1,0,1,0,0,3.258096538021482,6.480044561926653
1674,7,105722.69,1,1,1,90558.24,1,0,1,0,1,3.7376696182833684,6.522092798170152
1675,10,0.0,2,1,0,162022.47,0,0,0,1,0,3.4965075614664802,6.664409020350408
1676,8,0.0,3,1,0,66926.83,1,0,0,1,1,3.784189633918261,6.699500340161678
1677,8,0.0,2,1,0,108891.3,1,0,0,1,0,3.6888794541139363,6.664409020350408
1678,4,82767.42,1,1,0,71811.9,1,1,0,0,0,2.8903717578961645,6.345636360828596
1679,1,87842.98,1,0,0,92223.59,1,1,0,0,0,3.7376696182833684,6.568077911411976
1680,6,133261.13,1,1,1,78065.9,0,0,0,1,0,3.6635616461296463,6.558197802812269
1681,3,0.0,2,1,1,59679.9,1,0,0,1,0,3.4657359027997265,6.523562306149512
1682,0,97925.11,1,1,0,85000.32,0,1,0,0,0,3.713572066704308,6.429719478039138
1683,5,0.0,1,1,1,159808.95,0,1,0,0,0,3.9512437185814275,6.566672429803241
1684,7,140453.91,1,1,0,129001.3,1,1,0,0,0,3.1780538303479458,6.418364935936212
1685,0,117356.19,1,0,0,113557.7,1,0,1,0,1,2.995732273553991,6.418364935936212
1686,5,0.0,2,1,1,147758.51,0,0,0,1,0,3.58351893845611,6.525029657843462
1687,4,137204.77,1,1,1,28865.59,0,0,0,1,0,3.6109179126442243,6.745236349484363
1688,1,0.0,2,0,1,160607.06,1,1,0,0,0,3.713572066704308,6.398594934535208
1689,8,0.0,1,1,0,100015.79,0,0,0,1,1,3.5553480614894135,6.38856140554563
1690,3,54098.18,2,0,1,54478.52,0,0,0,1,0,3.58351893845611,6.51471269087253
1691,8,0.0,1,1,1,141677.33,0,0,0,1,0,3.4339872044851463,6.3818160174060985
1692,7,113758.48,2,0,0,84077.6,0,1,0,0,0,3.1354942159291497,6.400257445308821
1693,8,0.0,1,0,1,106981.03,1,0,0,1,0,3.5263605246161616,6.317164686747284
1694,9,118636.92,1,1,1,73551.44,0,1,0,0,0,3.6109179126442243,6.293419278846481
1695,7,0.0,2,0,0,115842.1,0,1,0,0,0,3.5263605246161616,6.226536669287466
1696,8,95488.82,2,0,0,107013.59,0,0,1,0,0,3.784189633918261,6.70196036600254
1697,8,110829.52,2,0,0,24938.84,0,1,0,0,0,3.4011973816621555,6.52649485957079
1698,7,144244.59,2,1,0,51113.14,0,0,1,0,0,3.9318256327243257,6.184148890937483
1699,8,122021.92,2,1,0,33828.64,1,0,1,0,0,3.4339872044851463,6.54534966033442
1700,8,0.0,2,1,0,128875.86,1,1,0,0,0,3.4011973816621555,6.410174881966167
1701,9,0.0,4,1,1,194700.81,0,1,0,0,1,3.912023005428146,6.674561391814426
1702,5,0.0,2,1,0,158974.45,0,0,0,1,0,3.091042453358316,6.530877627725885
1703,1,85839.62,1,1,0,198182.73,0,0,1,0,0,3.7376696182833684,6.672032945461067
1704,4,96974.97,1,0,1,141404.07,1,1,0,0,0,3.367295829986474,6.483107351457199
1705,4,148172.44,1,1,1,4175.68,0,1,0,0,0,3.5553480614894135,6.113682179832232
1706,0,0.0,1,1,0,126876.47,0,0,0,1,0,3.6375861597263857,6.577861357721047
1707,5,0.0,2,1,0,41052.82,1,1,0,0,0,3.6888794541139363,6.561030665896573
1708,2,0.0,1,0,0,105760.01,1,1,0,0,0,3.8918202981106265,6.54965074223381
1709,2,0.0,2,0,1,27937.12,0,0,0,1,0,3.4011973816621555,6.745236349484363
1710,8,134766.85,1,1,0,79355.87,0,0,0,1,0,3.332204510175204,6.71901315438526
1711,5,123210.56,2,1,1,102180.27,0,0,1,0,0,3.4011973816621555,6.745236349484363
1712,1,139887.01,1,1,1,95719.73,0,0,0,1,0,3.8501476017100584,6.568077911411976
1713,9,149961.11,1,1,0,57121.51,0,1,0,0,0,3.784189633918261,6.452048954437226
1714,6,152880.97,1,0,0,162478.11,0,0,1,0,0,3.8066624897703196,6.593044534142437
1715,9,108589.47,2,0,1,194808.51,0,0,1,0,0,3.7612001156935624,6.529418838262226
1716,9,0.0,1,1,1,124045.65,0,0,0,1,0,3.4965075614664802,6.695798917058491
1717,3,56674.48,1,1,0,17987.4,1,0,0,1,1,3.5553480614894135,6.561030665896573
1718,8,0.0,1,1,0,133653.38,0,0,0,1,0,3.4657359027997265,6.473890696352274
1719,1,0.0,2,1,1,25101.17,1,0,0,1,0,4.04305126783455,6.633318433280377
1720,3,105663.56,2,0,1,33330.89,1,0,1,0,0,3.4965075614664802,6.690842277418564
1721,7,0.0,2,1,0,2401.26,1,1,0,0,0,3.6635616461296463,6.371611847231857
1722,5,100683.54,1,1,1,178361.04,1,0,0,1,0,3.4011973816621555,6.38856140554563
1723,6,0.0,2,1,0,162697.93,0,1,0,0,0,3.7376696182833684,6.4457198193855785
1724,5,139541.58,2,1,0,80607.33,0,0,1,0,0,3.367295829986474,6.440946540632921
1725,2,121801.72,2,0,1,23146.62,1,0,1,0,0,3.6109179126442243,6.447305862541213
1726,5,112281.7,1,0,1,89893.6,0,0,1,0,0,3.6375861597263857,6.654152520183219
1727,4,0.0,2,1,1,3173.31,1,0,0,1,0,3.58351893845611,6.516193076042964
1728,5,93499.82,2,0,0,123218.81,1,0,0,1,0,3.6888794541139363,6.630683385642372
